scenario_id,configuration,family,severity,t_sec,produced_total,completed_in_time_total,expired_total,salvageable_unsettled_cases,doomed_unsettled_cases,comfortable_slack_cases,warning_slack_cases,critical_slack_cases,active_settlement_cases,active_settlement_share,pending_cases,retained_backlog_cases,retained_backlog_share,salvageable_unsettled_share,doomed_unsettled_share,critical_slack_share
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,19.25,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,19.5,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,19.75,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,20.0,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,20.25,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,20.5,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,20.75,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,21.0,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,21.25,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,21.5,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__backlog_shock__standard,retained_immediate,backlog_shock,standard,21.75,1000.0,706.5,293.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,1.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,1.25,73.5,73.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,1.5,118.5,118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,1.75,163.5,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,2.0,202.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,2.25,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,2.5,292.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,2.75,337.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,3.0,368.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,3.25,413.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,3.5,458.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,3.75,503.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,4.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,4.25,593.0,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,4.5,623.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,4.75,668.5,668.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,5.0,712.5,712.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,5.25,757.5,757.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,5.5,797.5,797.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,5.75,838.5,838.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,6.0,883.5,883.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,6.25,920.5,920.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.001073,0.0,0.0,0.0,0.001073,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,6.5,965.0,965.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.001018,0.0,0.0,0.0,0.001018,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,6.75,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,7.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,7.25,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,7.5,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,7.75,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,8.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,8.25,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,8.5,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,8.75,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,9.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,9.25,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,9.5,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__baseline__standard,retained_immediate,baseline,standard,9.75,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,1.0,14.0,1.5,0.0,12.0,0.0,12.0,0.0,0.0,5.0,0.5,0.0,3.0,0.081533,0.855401,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,1.25,57.5,6.5,0.0,51.0,0.0,51.0,0.0,0.0,35.0,0.784238,0.0,3.5,0.083918,0.872555,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,1.5,100.5,11.5,0.0,89.0,0.0,88.0,0.0,0.0,14.0,0.149123,0.0,74.5,0.722953,0.878813,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,1.75,144.5,16.5,0.0,127.5,0.0,103.5,26.5,0.0,58.0,0.417764,0.0,69.5,0.470394,0.881574,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,2.0,187.5,21.5,0.0,165.5,0.0,103.0,51.5,13.5,101.0,0.547229,0.0,64.5,0.340232,0.882352,0.0,0.07108
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,2.25,230.5,26.0,0.5,198.0,2.0,102.5,52.5,42.5,140.0,0.621401,0.0,59.5,0.256254,0.872843,0.008264,0.189766
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,2.5,273.5,27.0,5.5,205.5,37.5,103.0,52.0,52.0,154.0,0.561818,0.0,54.5,0.196943,0.75123,0.134968,0.191573
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,2.75,313.0,27.0,10.5,204.5,77.0,103.0,52.0,52.0,156.5,0.499196,0.0,49.5,0.153601,0.648245,0.238507,0.164355
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,3.0,357.5,27.0,15.5,206.5,115.0,103.5,51.0,51.0,162.0,0.45341,0.0,44.5,0.121322,0.572249,0.314933,0.144255
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,3.25,402.0,27.0,20.5,204.5,154.5,102.5,51.5,51.5,168.5,0.413385,0.0,39.5,0.09591,0.497399,0.38902,0.127421
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,3.5,446.5,27.0,25.5,204.5,192.5,102.5,52.0,51.5,173.0,0.382819,0.0,34.5,0.075436,0.450497,0.436534,0.113686
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,3.75,490.5,27.0,30.5,202.5,231.0,102.5,51.5,51.5,175.5,0.356992,0.0,29.5,0.059023,0.41222,0.473893,0.106035
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,4.0,535.0,27.0,35.5,204.5,267.0,103.0,51.0,51.0,184.5,0.338566,0.0,24.5,0.045222,0.379993,0.505989,0.09555
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,4.25,580.0,27.0,40.5,205.5,307.0,104.0,51.5,50.5,185.5,0.316741,0.0,21.0,0.036532,0.352539,0.533103,0.087637
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,4.5,624.0,27.0,45.5,207.0,346.5,104.5,51.0,51.5,188.5,0.302629,0.0,18.0,0.029316,0.332527,0.553689,0.083409
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,4.75,669.0,27.0,50.5,207.0,387.0,103.5,52.5,51.0,193.5,0.288532,0.0,13.0,0.019459,0.309238,0.576271,0.076749
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,5.0,714.0,27.0,55.5,208.0,425.0,105.0,51.5,52.0,191.0,0.272378,0.0,8.5,0.011907,0.291199,0.594708,0.07283
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,5.25,759.5,27.0,60.5,207.0,465.0,104.0,52.0,52.0,115.0,0.146721,0.0,90.5,0.113823,0.273799,0.612483,0.068063
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,5.5,792.5,27.0,64.0,208.5,499.0,104.5,52.0,52.0,14.5,0.018919,0.0,193.0,0.245982,0.259258,0.627377,0.065014
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,5.75,836.0,27.0,69.0,202.5,543.5,99.0,52.0,52.0,15.5,0.018408,0.0,190.5,0.228936,0.243365,0.641231,0.062207
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,6.0,882.0,27.0,74.0,203.0,584.5,102.5,51.5,52.0,20.0,0.02371,0.0,185.5,0.211459,0.231889,0.653759,0.059364
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,6.25,914.5,27.0,78.5,202.5,608.0,103.0,51.5,51.0,23.5,0.025639,0.0,182.5,0.195844,0.224038,0.660477,0.055951
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,6.5,957.5,27.0,83.5,202.5,642.5,104.0,51.5,50.5,27.0,0.027999,0.0,177.5,0.181592,0.213589,0.671264,0.053263
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,6.75,999.5,27.0,88.5,196.5,683.5,96.5,52.0,51.0,29.0,0.029604,0.0,172.5,0.173298,0.202604,0.683839,0.052026
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,7.0,1000.0,27.0,93.5,152.5,727.0,47.0,52.0,51.5,6.5,0.0065,0.0,167.5,0.1675,0.1525,0.727,0.051836
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,7.25,1000.0,27.0,97.0,106.5,768.0,8.0,45.0,52.5,0.0,0.0,0.0,163.0,0.163,0.1065,0.768,0.0525
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,7.5,1000.0,27.0,100.5,70.0,801.5,0.0,20.5,48.0,0.0,0.0,0.0,158.0,0.158,0.07,0.8015,0.048
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,7.75,1000.0,27.0,105.5,24.0,842.0,0.0,0.0,24.0,0.0,0.0,0.0,153.0,0.153,0.024,0.842,0.024
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,8.0,1000.0,27.0,226.5,1.0,725.5,0.0,0.0,1.0,0.0,0.0,0.0,141.5,0.1415,0.001,0.7255,0.001
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,8.25,1000.0,27.0,940.5,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,0.0185,0.0,0.027,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,8.5,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,8.75,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,9.0,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,9.25,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,9.5,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,9.75,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,10.0,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,10.25,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,10.5,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,10.75,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,11.0,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__high,retained_immediate,degradation,high,11.25,1000.0,27.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,0.75,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127118,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.231093,0.0,0.0,0.0,0.348366,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,1.25,45.0,30.0,0.0,14.5,0.0,13.5,0.0,0.0,4.5,0.134493,0.0,10.5,0.132792,0.329457,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,1.5,90.0,60.0,0.0,27.0,0.0,27.0,0.0,0.0,15.0,0.180457,0.0,7.5,0.099342,0.325948,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,1.75,128.0,85.0,0.0,42.0,0.0,42.0,0.0,0.0,13.0,0.07801,0.0,21.5,0.181185,0.327076,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,2.0,167.0,114.5,0.0,53.5,0.0,53.5,0.0,0.0,18.0,0.100291,0.0,28.0,0.173882,0.319653,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,2.25,209.0,144.5,0.0,64.0,0.0,64.0,0.0,0.0,38.0,0.196323,0.0,14.0,0.099123,0.323327,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,2.5,252.0,173.5,0.0,78.5,0.0,78.5,0.0,0.0,30.0,0.135235,0.0,35.0,0.13837,0.324974,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,2.75,292.0,202.5,0.0,92.0,0.0,92.0,0.0,0.0,62.5,0.222751,0.0,29.0,0.101221,0.329652,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,3.0,334.5,232.0,0.0,107.0,0.0,97.5,8.0,0.0,40.5,0.114865,0.0,54.5,0.180082,0.33002,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,3.25,373.0,260.0,0.0,122.0,0.0,101.5,20.0,0.0,54.5,0.143098,0.0,53.0,0.1597,0.3316,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,3.5,417.5,289.0,0.0,137.0,0.0,102.5,34.5,0.0,86.0,0.192858,0.0,58.5,0.141132,0.331781,0.0,0.0
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,3.75,462.5,318.5,0.0,151.0,0.0,98.5,46.0,2.0,46.0,0.136905,0.0,56.5,0.121152,0.326492,0.0,0.004141
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,4.0,506.5,348.5,0.0,166.0,0.0,97.5,51.5,14.5,51.5,0.099548,0.0,79.0,0.18213,0.328337,0.0,0.028201
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,4.25,550.0,377.5,0.0,181.5,0.0,102.0,51.0,29.0,70.0,0.156344,0.0,81.5,0.155838,0.330169,0.0,0.05234
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,4.5,593.5,399.5,0.0,191.5,0.0,103.0,48.0,44.5,90.5,0.158176,0.0,66.0,0.130933,0.315106,0.0,0.073121
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,4.75,630.0,406.5,16.0,197.5,7.0,104.5,51.0,47.5,96.0,0.155904,0.0,64.0,0.096942,0.292994,0.01059,0.074583
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,5.0,658.0,408.5,30.5,202.0,12.5,105.0,49.5,51.5,93.0,0.146388,0.0,80.5,0.116235,0.276359,0.018907,0.072425
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,5.25,703.5,412.5,59.5,204.0,28.5,106.0,52.0,49.0,60.5,0.096098,0.0,87.5,0.135839,0.269115,0.040354,0.066269
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,5.5,749.5,412.5,89.5,208.0,44.5,106.5,52.0,51.5,88.0,0.141884,0.0,57.5,0.082139,0.258424,0.059209,0.064885
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,5.75,794.5,412.5,119.0,208.0,61.5,105.0,52.5,52.0,106.5,0.134043,0.0,104.0,0.1309,0.25368,0.07715,0.061839
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,6.0,840.0,412.5,149.0,210.0,68.5,105.5,53.0,52.5,85.5,0.092155,0.0,96.0,0.116804,0.24894,0.081556,0.059009
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,6.25,887.0,412.5,179.0,209.0,84.5,106.5,52.5,53.0,78.5,0.090941,0.0,90.5,0.106676,0.238361,0.095272,0.058131
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,6.5,933.0,412.5,208.5,202.5,101.0,103.0,53.0,51.5,95.5,0.111153,0.0,91.0,0.103911,0.225895,0.108143,0.055198
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,6.75,955.5,412.5,237.0,206.5,110.5,103.5,53.0,52.5,112.0,0.126362,0.0,84.5,0.088889,0.214937,0.11548,0.054041
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,7.0,980.0,412.5,251.0,189.0,119.5,90.5,53.0,53.0,81.5,0.086145,0.0,77.0,0.086288,0.196143,0.121939,0.0535
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,7.25,1000.0,412.5,279.0,158.0,137.5,55.5,53.0,53.0,27.5,0.0275,0.0,92.5,0.102983,0.158,0.1375,0.053
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,7.5,1000.0,412.5,306.0,110.0,154.5,24.0,43.5,52.0,10.5,0.010778,0.0,97.5,0.0975,0.11,0.1545,0.052
deadline_constrained__retained_immediate__degradation__moderate,retained_immediate,degradation,moderate,7.75,1000.0,412.5,332.5,69.5,173.0,0.0,19.0,44.5,0.0,0.0,0.0,117.5,0.117705,0.074539,0.173,0.0445
